grid_id,center_lat,center_lng,sw_lat,sw_lng,ne_lat,ne_lng
1,37.491245,127.017872,37.490795,127.017305,37.491696,127.01844
2,37.491245,127.019008,37.490795,127.01844,37.491696,127.019576
3,37.492146,127.017872,37.491696,127.017305,37.492596,127.01844
4,37.492146,127.019008,37.491696,127.01844,37.492596,127.019576
5,37.492146,127.020144,37.491696,127.019576,37.492596,127.020712
6,37.492146,127.02128,37.491696,127.020712,37.492596,127.021847
7,37.492146,127.022415,37.491696,127.021847,37.492596,127.022983
8,37.492146,127.023551,37.491696,127.022983,37.492596,127.024119
9,37.492146,127.024687,37.491696,127.024119,37.492596,127.025255
10,37.493047,127.016737,37.492596,127.016169,37.493497,127.017305
11,37.493047,127.017872,37.492596,127.017305,37.493497,127.01844
12,37.493047,127.019008,37.492596,127.01844,37.493497,127.019576
13,37.493047,127.020144,37.492596,127.019576,37.493497,127.020712
14,37.493047,127.02128,37.492596,127.020712,37.493497,127.021847
15,37.493047,127.022415,37.492596,127.021847,37.493497,127.022983
16,37.493047,127.023551,37.492596,127.022983,37.493497,127.024119
17,37.493047,127.024687,37.492596,127.024119,37.493497,127.025255
18,37.493047,127.025823,37.492596,127.025255,37.493497,127.02639
19,37.493047,127.026958,37.492596,127.02639,37.493497,127.027526
20,37.493047,127.028094,37.492596,127.027526,37.493497,127.028662
21,37.493047,127.02923,37.492596,127.028662,37.493497,127.029798
22,37.493047,127.030365,37.492596,127.029798,37.493497,127.030933
23,37.493948,127.016737,37.493497,127.016169,37.494398,127.017305
24,37.493948,127.017872,37.493497,127.017305,37.494398,127.01844
25,37.493948,127.019008,37.493497,127.01844,37.494398,127.019576
26,37.493948,127.020144,37.493497,127.019576,37.494398,127.020712
27,37.493948,127.02128,37.493497,127.020712,37.494398,127.021847
28,37.493948,127.022415,37.493497,127.021847,37.494398,127.022983
29,37.493948,127.023551,37.493497,127.022983,37.494398,127.024119
30,37.493948,127.024687,37.493497,127.024119,37.494398,127.025255
31,37.493948,127.025823,37.493497,127.025255,37.494398,127.02639
32,37.493948,127.026958,37.493497,127.02639,37.494398,127.027526
33,37.493948,127.028094,37.493497,127.027526,37.494398,127.028662
34,37.493948,127.02923,37.493497,127.028662,37.494398,127.029798
35,37.493948,127.030365,37.493497,127.029798,37.494398,127.030933
36,37.493948,127.031501,37.493497,127.030933,37.494398,127.032069
37,37.493948,127.032637,37.493497,127.032069,37.494398,127.033205
38,37.493948,127.033773,37.493497,127.033205,37.494398,127.03434
39,37.493948,127.034908,37.493497,127.03434,37.494398,127.035476
40,37.494849,127.016737,37.494398,127.016169,37.495299,127.017305
41,37.494849,127.017872,37.494398,127.017305,37.495299,127.01844
42,37.494849,127.019008,37.494398,127.01844,37.495299,127.019576
43,37.494849,127.020144,37.494398,127.019576,37.495299,127.020712
44,37.494849,127.02128,37.494398,127.020712,37.495299,127.021847
45,37.494849,127.022415,37.494398,127.021847,37.495299,127.022983
46,37.494849,127.023551,37.494398,127.022983,37.495299,127.024119
47,37.494849,127.024687,37.494398,127.024119,37.495299,127.025255
48,37.494849,127.025823,37.494398,127.025255,37.495299,127.02639
49,37.494849,127.026958,37.494398,127.02639,37.495299,127.027526
50,37.494849,127.028094,37.494398,127.027526,37.495299,127.028662
51,37.494849,127.02923,37.494398,127.028662,37.495299,127.029798
52,37.494849,127.030365,37.494398,127.029798,37.495299,127.030933
53,37.494849,127.031501,37.494398,127.030933,37.495299,127.032069
54,37.494849,127.032637,37.494398,127.032069,37.495299,127.033205
55,37.494849,127.033773,37.494398,127.033205,37.495299,127.03434
56,37.494849,127.034908,37.494398,127.03434,37.495299,127.035476
57,37.494849,127.036044,37.494398,127.035476,37.495299,127.036612
58,37.494849,127.03718,37.494398,127.036612,37.495299,127.037748
59,37.494849,127.038315,37.494398,127.037748,37.495299,127.038883
60,37.494849,127.039451,37.494398,127.038883,37.495299,127.040019
61,37.494849,127.040587,37.494398,127.040019,37.495299,127.041155
62,37.49575,127.015601,37.495299,127.015033,37.4962,127.016169
63,37.49575,127.016737,37.495299,127.016169,37.4962,127.017305
64,37.49575,127.017872,37.495299,127.017305,37.4962,127.01844
65,37.49575,127.019008,37.495299,127.01844,37.4962,127.019576
66,37.49575,127.020144,37.495299,127.019576,37.4962,127.020712
67,37.49575,127.02128,37.495299,127.020712,37.4962,127.021847
68,37.49575,127.022415,37.495299,127.021847,37.4962,127.022983
69,37.49575,127.023551,37.495299,127.022983,37.4962,127.024119
70,37.49575,127.024687,37.495299,127.024119,37.4962,127.025255
71,37.49575,127.025823,37.495299,127.025255,37.4962,127.02639
72,37.49575,127.026958,37.495299,127.02639,37.4962,127.027526
73,37.49575,127.028094,37.495299,127.027526,37.4962,127.028662
74,37.49575,127.02923,37.495299,127.028662,37.4962,127.029798
75,37.49575,127.030365,37.495299,127.029798,37.4962,127.030933
76,37.49575,127.031501,37.495299,127.030933,37.4962,127.032069
